tiempo, velocidad
0.01000000000000095, 0
0.02000000000000066, 0.447570332480837
0.03000000000000032, 0.8951406649616004
0.04000000000000004, 1.3427109974424372
0.05000000000000094, 2.6854219948848743
0.06000000000000011, 3.5805626598465476
0.07000000000000027, 4.028132992327386
0.08000000000000052, 5.674806962386173
0.09000000000000075, 6.970480313421408
0.10000000000000053, 6.97048031342141
0.11000000000000099, 8.590072002215527
0.12000000000000077, 10.857500366527114
0.13000000000000056, 10.857500366527114
0.140000000000001, 12.801010393079968
0.1500000000000008, 14.744520419632895
0.1600000000000008, 14.744520419632895
0.17000000000000082, 16.688030446185675
0.18000000000000105, 18.955458810497333
0.19000000000000083, 18.955458810497337
0.20000000000000084, 20.898968837050262
0.21000000000000085, 23.16639720136185
0.22000000000000086, 25.433825565673512
0.23000000000000087, 25.433825565673512
0.24000000000000088, 27.37733559222637
0.25000000000000067, 29.644763956538032
0.2600000000000009, 29.644763956538032
0.27000000000000135, 31.912192320849726
0.2800000000000009, 34.17962068516135
0.2900000000000007, 34.17962068516135
0.30000000000000093, 36.44704904947305
0.3100000000000014, 38.3905590760259
0.32000000000000095, 38.3905590760259
0.3300000000000012, 40.657987440337536
0.34000000000000075, 42.92541580464923
0.350000000000001, 42.92541580464923
0.3600000000000012, 44.868925831202084
0.3700000000000008, 47.136354195513704
0.3800000000000008, 47.136354195513704
0.39000000000000123, 49.4037825598254
0.40000000000000124, 51.347292586378224
0.4100000000000008, 53.290802612931074
0.42000000000000126, 53.290802612931074
0.4300000000000008, 55.55823097724277
0.44000000000000083, 57.50174100379559
0.4500000000000013, 57.50174100379559
0.46000000000000085, 59.44525103034843
0.4700000000000013, 61.71267939466014
0.4800000000000011, 61.71267939466014
0.4900000000000011, 63.656189421212964
0.5000000000000013, 65.92361778552461
0.5100000000000013, 65.92361778552461
0.5200000000000011, 67.5432094743187
0.5300000000000014, 69.48671950087153
0.5400000000000009, 69.48671950087152
0.5500000000000012, 71.43022952742437
0.5600000000000012, 73.37373955397726
0.5700000000000014, 73.37373955397726
0.5800000000000012, 75.31724958053009
0.590000000000001, 77.26075960708293
0.600000000000001, 77.26075960708293
0.610000000000001, 79.20426963363582
0.6200000000000008, 80.49994298467105
0.6300000000000017, 82.44345301122387
0.6400000000000008, 82.44345301122388
0.6500000000000008, 84.38696303777677
0.6600000000000015, 86.0065547265708
0.6700000000000015, 86.0065547265708
0.6800000000000008, 87.62614641536481
0.6900000000000013, 89.56965644191766
0.7000000000000006, 89.56965644191766
0.7100000000000004, 91.18924813071175
0.7200000000000006, 93.13275815726456
0.7300000000000018, 93.13275815726455
0.7400000000000007, 94.42843150829982
0.7500000000000016, 96.37194153485268
0.7600000000000009, 96.37194153485271
0.7700000000000011, 97.99153322364668
0.7800000000000007, 99.61112491244077
0.7900000000000011, 99.61112491244077
0.8000000000000014, 101.23071660123479
0.8100000000000016, 102.85030829002883
0.820000000000001, 104.4698999788229
0.8300000000000012, 104.46989997882287
0.8400000000000007, 106.08949166761694
0.8500000000000014, 107.38516501865217
0.8600000000000008, 107.38516501865215
0.870000000000001, 109.00475670744619
0.880000000000001, 110.30043005848142
0.8900000000000008, 110.30043005848142
0.9000000000000006, 111.92002174727547
0.9100000000000015, 113.53961343606954
0.920000000000001, 113.53961343606954
0.9300000000000013, 114.83528678710475
0.9400000000000011, 116.13096013814
0.9500000000000011, 116.13096013814
0.9600000000000013, 117.75055182693403
0.9700000000000015, 119.04622517796925
0.9800000000000011, 119.04622517796925
0.9900000000000015, 120.34189852900457
1.0000000000000009, 121.96149021779856
1.0100000000000011, 123.25716356883382
1.0200000000000007, 123.25716356883385
1.0300000000000011, 124.55283691986902
1.040000000000001, 125.84851027090431
1.0500000000000012, 125.8485102709043
1.060000000000001, 127.14418362193949
1.0700000000000007, 128.76377531073356
1.0800000000000007, 128.76377531073356
1.0900000000000014, 130.05944866176878
1.100000000000001, 131.35512201280397
1.1100000000000017, 131.35512201280397
1.120000000000001, 132.32687702608047
1.1300000000000012, 133.62255037711566
1.1400000000000015, 133.62255037711566
1.1500000000000012, 134.91822372815096
1.1600000000000006, 135.88997874142734
1.1700000000000015, 135.88997874142734
1.180000000000001, 137.18565209246256
1.190000000000001, 138.4813254434978
1.2000000000000015, 139.45308045677422
1.2100000000000013, 139.45308045677422
1.2200000000000015, 140.7487538078095
1.2300000000000018, 142.0444271588447
1.240000000000001, 142.0444271588447
1.2500000000000007, 143.34010050987993
1.2600000000000013, 143.98793718539758
1.2700000000000014, 143.98793718539758
1.2800000000000014, 145.28361053643278
1.2900000000000014, 146.57928388746805
1.3000000000000012, 146.57928388746805
1.310000000000001, 147.87495723850324
1.3200000000000016, 148.5227939140209
1.3300000000000014, 148.52279391402087
1.3400000000000014, 149.81846726505614
1.3500000000000016, 150.79022227833255
1.360000000000001, 150.79022227833255
1.3700000000000008, 151.76197729160896
1.3800000000000014, 153.0576506426442
1.3900000000000012, 153.70548731816183
1.4000000000000017, 153.70548731816183
1.410000000000001, 155.00116066919705
1.420000000000001, 155.97291568247354
1.430000000000001, 155.97291568247354
1.4400000000000013, 156.9446706957499
1.4500000000000015, 157.91642570902636
1.4600000000000017, 157.91642570902636
1.4700000000000015, 158.56426238454398
1.4800000000000013, 159.8599357355792
1.490000000000001, 159.8599357355792
1.5000000000000018, 160.50777241109682
1.5100000000000016, 161.80344576213207
1.5200000000000014, 161.8034457621321
1.5300000000000011, 162.45128243764964
1.5400000000000018, 163.7469557886849
1.5500000000000014, 163.7469557886849
1.5600000000000012, 164.39479246420257
